percentCoverage,basisofrecord,country,class,totalSpeciesInCountry,totalSpeciesWith10Images,license
5.41237113402062,PRESERVED_SPECIMEN,United Kingdom,Strophomenata,388,21,non-commercial
5.39325842696629,PRESERVED_SPECIMEN,Bahamas,Insecta,445,24,total
5.37709497206704,PRESERVED_SPECIMEN,Dominica,Magnoliopsida,1432,77,total
5.31791907514451,HUMAN_OBSERVATION,South Africa,Arachnida,1730,92,non-commercial
5.31791907514451,HUMAN_OBSERVATION,South Africa,Arachnida,1730,92,total
5.30846484935438,HUMAN_OBSERVATION,Mexico,Polypodiopsida,1394,74,total
5.30846484935438,HUMAN_OBSERVATION,Mexico,Polypodiopsida,1394,74,non-commercial
5.30740935365213,PRESERVED_SPECIMEN,Algeria,Magnoliopsida,3806,202,non-commercial
5.28808208366219,PRESERVED_SPECIMEN,Australia,Reptilia,1267,67,non-commercial
5.27638190954774,PRESERVED_SPECIMEN,Thailand,Mammalia,398,21,total
5.26315789473684,PRESERVED_SPECIMEN,Switzerland,Liliopsida,1007,53,total
5.26023337655121,PRESERVED_SPECIMEN,Jamaica,Magnoliopsida,5399,284,non-commercial
5.25956284153006,PRESERVED_SPECIMEN,Ethiopia,Liliopsida,1464,77,total
5.25486074619023,PRESERVED_SPECIMEN,Algeria,Magnoliopsida,3806,200,open commercial
5.22713130056005,HUMAN_OBSERVATION,Switzerland,Magnoliopsida,4821,252,total
5.20638871603402,HUMAN_OBSERVATION,Switzerland,Magnoliopsida,4821,251,non-commercial
5.19480519480519,PRESERVED_SPECIMEN,Norway,Pezizomycetes,462,24,total
5.19125683060109,PRESERVED_SPECIMEN,Ethiopia,Liliopsida,1464,76,non-commercial
5.18018018018018,PRESERVED_SPECIMEN,Canada,Pucciniomycetes,444,23,non-commercial
5.18018018018018,PRESERVED_SPECIMEN,Canada,Pucciniomycetes,444,23,total
5.18018018018018,PRESERVED_SPECIMEN,Canada,Pucciniomycetes,444,23,open commercial
5.17147523135547,PRESERVED_SPECIMEN,Fiji,Magnoliopsida,1837,95,total
5.16129032258065,HUMAN_OBSERVATION,Malawi,Aves,775,40,total
5.14886948735169,PRESERVED_SPECIMEN,India,Liliopsida,4467,230,non-commercial
5.14541387024608,PRESERVED_SPECIMEN,Malaysia,Reptilia,447,23,non-commercial
5.13814832767814,PRESERVED_SPECIMEN,Guyana,Liliopsida,2063,106,total
5.13595166163142,HUMAN_OBSERVATION,Austria,Aves,662,34,total
5.13595166163142,HUMAN_OBSERVATION,Austria,Aves,662,34,non-commercial
5.13347022587269,PRESERVED_SPECIMEN,Madagascar,Reptilia,487,25,non-commercial
5.12295081967213,PRESERVED_SPECIMEN,Ethiopia,Liliopsida,1464,75,open commercial
5.12163892445583,PRESERVED_SPECIMEN,Haiti,Insecta,781,40,non-commercial
5.10805500982318,HUMAN_OBSERVATION,Sri Lanka,Aves,509,26,non-commercial
5.08928571428571,PRESERVED_SPECIMEN,Vanuatu,Magnoliopsida,1120,57,total
5.08628519527702,PRESERVED_SPECIMEN,Kenya,Magnoliopsida,5505,280,total
5.08196721311475,HUMAN_OBSERVATION,Peru,Aves,2440,124,non-commercial
5.07186519081447,PRESERVED_SPECIMEN,Australia,Liliopsida,6053,307,non-commercial
5.0625,PRESERVED_SPECIMEN,Kenya,Liliopsida,1600,81,total
5.06111945099721,PRESERVED_SPECIMEN,Nicaragua,Magnoliopsida,4663,236,total
5.05415162454874,PRESERVED_SPECIMEN,Canada,Arachnida,1662,84,total
5.05415162454874,PRESERVED_SPECIMEN,Canada,Arachnida,1662,84,non-commercial
5.03687431351012,PRESERVED_SPECIMEN,Mexico,Liliopsida,6373,321,non-commercial
5.03225806451613,HUMAN_OBSERVATION,Malawi,Aves,775,39,non-commercial
5.01944804593443,PRESERVED_SPECIMEN,Jamaica,Magnoliopsida,5399,271,open commercial
5.00390930414386,PRESERVED_SPECIMEN,United Kingdom,Aves,1279,64,total
5,HUMAN_OBSERVATION,Denmark,Gastropoda,580,29,non-commercial
5,PRESERVED_SPECIMEN,India,Reptilia,740,37,total
4.99479708636837,PRESERVED_SPECIMEN,Morocco,Liliopsida,961,48,total
4.97131931166348,PRESERVED_SPECIMEN,Australia,Florideophyceae,1046,52,total
4.97131931166348,PRESERVED_SPECIMEN,Australia,Florideophyceae,1046,52,open commercial
4.97131931166348,PRESERVED_SPECIMEN,Australia,Florideophyceae,1046,52,non-commercial
4.95314591700134,PRESERVED_SPECIMEN,Kenya,Mammalia,747,37,total
4.94096276112625,PRESERVED_SPECIMEN,Kenya,Magnoliopsida,5505,272,non-commercial
4.92788461538461,PRESERVED_SPECIMEN,Colombia,Amphibia,832,41,total
4.9227974568574,PRESERVED_SPECIMEN,Kenya,Magnoliopsida,5505,271,open commercial
4.91071428571429,HUMAN_OBSERVATION,United States,Polypodiopsida,1568,77,open commercial
4.90086045641601,PRESERVED_SPECIMEN,Tanzania,Liliopsida,2673,131,total
4.875,PRESERVED_SPECIMEN,Kenya,Liliopsida,1600,78,open commercial
4.875,PRESERVED_SPECIMEN,Kenya,Liliopsida,1600,78,non-commercial
4.87238979118329,PRESERVED_SPECIMEN,South Africa,Polypodiopsida,431,21,non-commercial
4.87238979118329,PRESERVED_SPECIMEN,South Africa,Polypodiopsida,431,21,open commercial
4.86026731470231,HUMAN_OBSERVATION,Denmark,Liliopsida,823,40,total
4.85784642937094,PRESERVED_SPECIMEN,India,Liliopsida,4467,217,open commercial
4.85074626865672,PRESERVED_SPECIMEN,Haiti,Polypodiopsida,536,26,non-commercial
4.85074626865672,PRESERVED_SPECIMEN,Haiti,Polypodiopsida,536,26,open commercial
4.83870967741935,PRESERVED_SPECIMEN,United States,Myxomycetes,558,27,total
4.83028720626632,PRESERVED_SPECIMEN,Equatorial Guinea,Liliopsida,766,37,total
4.82473414730209,PRESERVED_SPECIMEN,Ethiopia,Magnoliopsida,5078,245,total
4.82430017867778,PRESERVED_SPECIMEN,Italy,Lecanoromycetes,1679,81,total
4.81751824817518,PRESERVED_SPECIMEN,Senegal,Magnoliopsida,2055,99,open commercial
4.81751824817518,PRESERVED_SPECIMEN,Senegal,Magnoliopsida,2055,99,non-commercial
4.81751824817518,PRESERVED_SPECIMEN,Senegal,Magnoliopsida,2055,99,total
4.79074889867841,HUMAN_OBSERVATION,Germany,Magnoliopsida,10896,522,total
4.78247293921732,PRESERVED_SPECIMEN,South Africa,Magnoliopsida,19216,919,total
4.7808764940239,PRESERVED_SPECIMEN,Uganda,Mammalia,502,24,total
4.78011472275335,HUMAN_OBSERVATION,Ecuador,Mammalia,523,25,non-commercial
4.78011472275335,HUMAN_OBSERVATION,Ecuador,Mammalia,523,25,total
4.77337420626232,PRESERVED_SPECIMEN,Canada,Magnoliopsida,9134,436,open commercial
4.77087256748274,PRESERVED_SPECIMEN,Paraguay,Magnoliopsida,6372,304,non-commercial
4.75524475524475,PRESERVED_SPECIMEN,Isle of Man,Insecta,715,34,total
4.75524475524475,PRESERVED_SPECIMEN,Isle of Man,Insecta,715,34,non-commercial
4.75524475524475,PRESERVED_SPECIMEN,Isle of Man,Insecta,715,34,open commercial
4.74596297755022,PRESERVED_SPECIMEN,Ethiopia,Magnoliopsida,5078,241,non-commercial
4.7316384180791,HUMAN_OBSERVATION,United States,Reptilia,2832,134,open commercial
4.72854640980736,HUMAN_OBSERVATION,Portugal,Liliopsida,1142,54,total
4.71841704718417,HUMAN_OBSERVATION,Spain,Mammalia,657,31,total
4.70779220779221,HUMAN_OBSERVATION,Finland,Aves,616,29,non-commercial
4.70779220779221,HUMAN_OBSERVATION,Finland,Aves,616,29,total
4.70588235294118,PRESERVED_SPECIMEN,Indonesia,Mammalia,765,36,total
4.70518165574747,PRESERVED_SPECIMEN,Italy,Lecanoromycetes,1679,79,non-commercial
4.70211718365337,PRESERVED_SPECIMEN,Chile,Insecta,4062,191,total
4.69924812030075,HUMAN_OBSERVATION,United Kingdom,Mammalia,532,25,total
4.69924812030075,PRESERVED_SPECIMEN,Sri Lanka,Polypodiopsida,532,25,total
4.68271334792123,PRESERVED_SPECIMEN,Cuba,Insecta,2285,107,total
4.68240511282118,HUMAN_OBSERVATION,United Kingdom,Magnoliopsida,7667,359,total
4.68240511282118,HUMAN_OBSERVATION,United Kingdom,Magnoliopsida,7667,359,non-commercial
4.67639356528245,PRESERVED_SPECIMEN,Tanzania,Liliopsida,2673,125,non-commercial
4.6684350132626,PRESERVED_SPECIMEN,United States,Hexanauplia,1885,88,total
4.66719180779835,PRESERVED_SPECIMEN,Ethiopia,Magnoliopsida,5078,237,open commercial
4.65772759350741,PRESERVED_SPECIMEN,Indonesia,Bryopsida,1417,66,total
4.65772759350741,PRESERVED_SPECIMEN,Indonesia,Bryopsida,1417,66,non-commercial
4.65772759350741,PRESERVED_SPECIMEN,Indonesia,Bryopsida,1417,66,open commercial
4.65116279069767,PRESERVED_SPECIMEN,United States,Elasmobranchii,559,26,total
4.64285714285714,PRESERVED_SPECIMEN,Vanuatu,Magnoliopsida,1120,52,non-commercial
4.64285714285714,PRESERVED_SPECIMEN,Vanuatu,Magnoliopsida,1120,52,open commercial
4.64135021097046,PRESERVED_SPECIMEN,Thailand,Reptilia,474,22,total
4.6340903877036,PRESERVED_SPECIMEN,Malaysia,Liliopsida,4359,202,total
4.61997019374069,PRESERVED_SPECIMEN,Cape Verde,Magnoliopsida,671,31,total
4.61811722912966,HUMAN_OBSERVATION,Estonia,Aves,563,26,open commercial
4.61285008237232,PRESERVED_SPECIMEN,Germany,Polypodiopsida,607,28,total
4.61204557786218,PRESERVED_SPECIMEN,Canada,Bryopsida,1843,85,non-commercial
4.60921843687375,PRESERVED_SPECIMEN,Brazil,Amphibia,998,46,non-commercial
4.58793542905692,PRESERVED_SPECIMEN,Fiji,Insecta,1177,54,non-commercial
4.57927876359473,HUMAN_OBSERVATION,Botswana,Insecta,1747,80,total
4.57927876359473,HUMAN_OBSERVATION,Botswana,Insecta,1747,80,non-commercial
4.56498388829216,HUMAN_OBSERVATION,New Zealand,Liliopsida,1862,85,open commercial
4.56026058631922,PRESERVED_SPECIMEN,United Kingdom,Polychaeta,921,42,open commercial
4.56026058631922,PRESERVED_SPECIMEN,United Kingdom,Polychaeta,921,42,non-commercial
4.56026058631922,PRESERVED_SPECIMEN,United Kingdom,Polychaeta,921,42,total
4.55089820359281,PRESERVED_SPECIMEN,Ireland,Malacostraca,835,38,open commercial
4.55089820359281,PRESERVED_SPECIMEN,Ireland,Malacostraca,835,38,non-commercial
4.55089820359281,PRESERVED_SPECIMEN,Ireland,Malacostraca,835,38,total
4.55062571103527,HUMAN_OBSERVATION,Italy,Actinopterygii,879,40,total
4.55062571103527,HUMAN_OBSERVATION,Italy,Actinopterygii,879,40,non-commercial
4.53546767106089,PRESERVED_SPECIMEN,Paraguay,Magnoliopsida,6372,289,open commercial
4.53529223890131,PRESERVED_SPECIMEN,Guyana,Magnoliopsida,6262,284,non-commercial
4.51127819548872,HUMAN_OBSERVATION,United Kingdom,Mammalia,532,24,non-commercial
4.48717948717949,PRESERVED_SPECIMEN,Uzbekistan,Liliopsida,624,28,non-commercial
4.48717948717949,PRESERVED_SPECIMEN,Uzbekistan,Liliopsida,624,28,open commercial
4.47368421052632,HUMAN_OBSERVATION,Australia,Mammalia,760,34,open commercial
4.46753246753247,PRESERVED_SPECIMEN,Guadeloupe,Magnoliopsida,1925,86,non-commercial
4.46753246753247,PRESERVED_SPECIMEN,Guadeloupe,Magnoliopsida,1925,86,open commercial
4.4529262086514,HUMAN_OBSERVATION,Belgium,Aves,786,35,total
4.45232466509062,PRESERVED_SPECIMEN,Uzbekistan,Magnoliopsida,2538,113,total
4.45056205551732,PRESERVED_SPECIMEN,Malaysia,Liliopsida,4359,194,non-commercial
4.44199706314244,HUMAN_OBSERVATION,Germany,Magnoliopsida,10896,484,non-commercial
4.41094533523184,HUMAN_OBSERVATION,Australia,Insecta,32306,1425,total
4.40069484655472,PRESERVED_SPECIMEN,Myanmar (Burma),Liliopsida,1727,76,total
4.39002867857931,HUMAN_OBSERVATION,Portugal,Magnoliopsida,4533,199,total
4.38247011952191,PRESERVED_SPECIMEN,Uganda,Mammalia,502,22,non-commercial
4.3730720377427,PRESERVED_SPECIMEN,United States,Mammalia,5511,241,total
4.36205016357688,PRESERVED_SPECIMEN,Solomon Islands,Insecta,917,40,total
4.34782608695652,HUMAN_OBSERVATION,Belarus,Aves,506,22,non-commercial
4.34782608695652,HUMAN_OBSERVATION,Belarus,Aves,506,22,total
4.34600041990342,PRESERVED_SPECIMEN,Kenya,Insecta,4763,207,total
4.31952662721894,PRESERVED_SPECIMEN,Germany,Leotiomycetes,1690,73,total
4.31952662721894,PRESERVED_SPECIMEN,Germany,Leotiomycetes,1690,73,non-commercial
4.31519699812383,HUMAN_OBSERVATION,Ecuador,Reptilia,533,23,total
4.31519699812383,HUMAN_OBSERVATION,Ecuador,Reptilia,533,23,non-commercial
4.30839002267574,PRESERVED_SPECIMEN,Algeria,Insecta,2205,95,total
4.30370524562864,PRESERVED_SPECIMEN,South Africa,Magnoliopsida,19216,827,non-commercial
4.3010752688172,PRESERVED_SPECIMEN,Vietnam,Aves,1023,44,total
4.3010752688172,HUMAN_OBSERVATION,United States,Myxomycetes,558,24,total
4.2993880433077,PRESERVED_SPECIMEN,Mexico,Liliopsida,6373,274,open commercial
4.296875,PRESERVED_SPECIMEN,Colombia,Aves,2560,110,total
4.29530201342282,PRESERVED_SPECIMEN,Sudan,Insecta,745,32,total
4.28380187416332,PRESERVED_SPECIMEN,Kenya,Mammalia,747,32,non-commercial
4.2754367934224,PRESERVED_SPECIMEN,United States,Lecanoromycetes,4865,208,open commercial
4.2719614921781,HUMAN_OBSERVATION,Canada,Arachnida,1662,71,total
4.25531914893617,PRESERVED_SPECIMEN,Chile,Liliopsida,1598,68,non-commercial
4.25531914893617,PRESERVED_SPECIMEN,Uzbekistan,Magnoliopsida,2538,108,open commercial
4.25531914893617,PRESERVED_SPECIMEN,Uzbekistan,Magnoliopsida,2538,108,non-commercial
4.22684043677351,HUMAN_OBSERVATION,Australia,Agaricomycetes,2839,120,non-commercial
4.2223920519679,PRESERVED_SPECIMEN,China,Liliopsida,5234,221,non-commercial
4.21179302045728,HUMAN_OBSERVATION,Canada,Arachnida,1662,70,non-commercial
4.19254658385093,HUMAN_OBSERVATION,Mexico,Arachnida,2576,108,total
4.19161676646707,HUMAN_OBSERVATION,New Zealand,Anthozoa,501,21,total
4.18679549114332,PRESERVED_SPECIMEN,Greece,Liliopsida,1242,52,non-commercial
4.18679549114332,PRESERVED_SPECIMEN,Greece,Liliopsida,1242,52,total
4.1773231031543,PRESERVED_SPECIMEN,New Zealand,Bryopsida,1173,49,total
4.1773231031543,PRESERVED_SPECIMEN,New Zealand,Bryopsida,1173,49,non-commercial
4.1773231031543,PRESERVED_SPECIMEN,New Zealand,Bryopsida,1173,49,open commercial
4.17322834645669,PRESERVED_SPECIMEN,Belize,Insecta,1270,53,total
4.16799744490578,PRESERVED_SPECIMEN,Guyana,Magnoliopsida,6262,261,open commercial
4.16666666666667,PRESERVED_SPECIMEN,Brazil,Florideophyceae,600,25,open commercial
4.16666666666667,PRESERVED_SPECIMEN,Brazil,Florideophyceae,600,25,non-commercial
4.15929203539823,HUMAN_OBSERVATION,Canada,Bivalvia,1130,47,total
4.15929203539823,HUMAN_OBSERVATION,Canada,Bivalvia,1130,47,non-commercial
4.15746872700515,PRESERVED_SPECIMEN,Paraguay,Insecta,2718,113,total
4.15647921760391,PRESERVED_SPECIMEN,Congo - Kinshasa,Actinopterygii,1636,68,total
4.14985590778098,PRESERVED_SPECIMEN,Italy,Liliopsida,1735,72,non-commercial
4.14642542936924,PRESERVED_SPECIMEN,Mexico,Magnoliopsida,26143,1084,non-commercial
4.13717735220649,PRESERVED_SPECIMEN,South Africa,Magnoliopsida,19216,795,open commercial
4.13318025258324,HUMAN_OBSERVATION,South Africa,Actinopterygii,2613,108,total
4.13080895008606,PRESERVED_SPECIMEN,Sudan,Actinopterygii,581,24,open commercial
4.12757973733583,PRESERVED_SPECIMEN,Ecuador,Reptilia,533,22,open commercial
4.12186379928315,HUMAN_OBSERVATION,United States,Myxomycetes,558,23,non-commercial
4.11490683229814,HUMAN_OBSERVATION,Mexico,Arachnida,2576,106,non-commercial
4.11392405063291,PRESERVED_SPECIMEN,United Kingdom,Liliopsida,2212,91,open commercial
4.1044776119403,PRESERVED_SPECIMEN,New Zealand,Aves,536,22,non-commercial
4.1025641025641,HUMAN_OBSERVATION,Serbia,Insecta,1755,72,total
4.1025641025641,HUMAN_OBSERVATION,Serbia,Insecta,1755,72,non-commercial
4.0976821192053,PRESERVED_SPECIMEN,Cambodia,Magnoliopsida,2416,99,total
4.09491006505932,HUMAN_OBSERVATION,South Africa,Actinopterygii,2613,107,non-commercial
4.08719346049046,HUMAN_OBSERVATION,Australia,Polypodiopsida,734,30,non-commercial
4.0869891263592,PRESERVED_SPECIMEN,Philippines,Liliopsida,2667,109,total
4.08535729327531,HUMAN_OBSERVATION,Mexico,Insecta,28492,1164,total
4.08401400233372,PRESERVED_SPECIMEN,United Kingdom,Rhynchonellata,857,35,total
4.08401400233372,PRESERVED_SPECIMEN,United Kingdom,Rhynchonellata,857,35,open commercial
4.08401400233372,PRESERVED_SPECIMEN,United Kingdom,Rhynchonellata,857,35,non-commercial
4.0778151889263,PRESERVED_SPECIMEN,Tanzania,Liliopsida,2673,109,open commercial
4.04858299595142,HUMAN_OBSERVATION,Colombia,Mammalia,741,30,non-commercial
4.04858299595142,HUMAN_OBSERVATION,Colombia,Mammalia,741,30,total
4.04624277456647,HUMAN_OBSERVATION,Iceland,Magnoliopsida,865,35,total
4.02920117927839,HUMAN_OBSERVATION,Mexico,Insecta,28492,1148,non-commercial
4.02802101576182,HUMAN_OBSERVATION,Portugal,Liliopsida,1142,46,non-commercial
4.01678657074341,PRESERVED_SPECIMEN,Martinique,Magnoliopsida,1668,67,total
4.00429991937651,PRESERVED_SPECIMEN,India,Magnoliopsida,14884,596,total
3.99865591397849,PRESERVED_SPECIMEN,Iran,Insecta,2976,119,total
3.98959236773634,PRESERVED_SPECIMEN,Taiwan,Polypodiopsida,1153,46,total
3.98550724637681,HUMAN_OBSERVATION,United States,Diplopoda,1104,44,total
3.98550724637681,HUMAN_OBSERVATION,United States,Diplopoda,1104,44,non-commercial
3.98528510116493,PRESERVED_SPECIMEN,Singapore,Insecta,1631,65,total
3.97350993377483,PRESERVED_SPECIMEN,Cambodia,Magnoliopsida,2416,96,non-commercial
3.97350993377483,PRESERVED_SPECIMEN,Cambodia,Magnoliopsida,2416,96,open commercial
3.94366197183099,HUMAN_OBSERVATION,United States,Echinoidea,710,28,total
3.94294173058808,PRESERVED_SPECIMEN,Malaysia,Insecta,7431,293,total
3.93063583815029,HUMAN_OBSERVATION,Iceland,Magnoliopsida,865,34,non-commercial
3.92140641158221,PRESERVED_SPECIMEN,China,Magnoliopsida,24175,948,non-commercial
3.91791044776119,PRESERVED_SPECIMEN,New Zealand,Aves,536,21,open commercial
3.91680172879525,PRESERVED_SPECIMEN,Ecuador,Magnoliopsida,14808,580,non-commercial
3.913491246138,PRESERVED_SPECIMEN,Guinea,Liliopsida,971,38,open commercial
3.913491246138,PRESERVED_SPECIMEN,Guinea,Liliopsida,971,38,non-commercial
3.9119804400978,PRESERVED_SPECIMEN,Congo - Kinshasa,Actinopterygii,1636,64,non-commercial
3.90781563126252,PRESERVED_SPECIMEN,Brazil,Amphibia,998,39,open commercial
3.90277302293735,HUMAN_OBSERVATION,Madagascar,Liliopsida,2921,114,non-commercial
3.90277302293735,HUMAN_OBSERVATION,Madagascar,Liliopsida,2921,114,total
3.87848681696599,PRESERVED_SPECIMEN,China,Liliopsida,5234,203,open commercial
3.85925085130533,PRESERVED_SPECIMEN,Norway,Liliopsida,881,34,open commercial
3.85288966725044,HUMAN_OBSERVATION,France,Reptilia,571,22,total
3.85288966725044,HUMAN_OBSERVATION,France,Reptilia,571,22,non-commercial
3.85085574572127,PRESERVED_SPECIMEN,Congo - Kinshasa,Actinopterygii,1636,63,open commercial
3.84893647807843,PRESERVED_SPECIMEN,Venezuela,Magnoliopsida,13822,532,non-commercial
3.84087791495199,PRESERVED_SPECIMEN,Burkina Faso,Liliopsida,729,28,total
3.83131742399477,HUMAN_OBSERVATION,Italy,Insecta,15295,586,total
3.82424735557364,PRESERVED_SPECIMEN,Sri Lanka,Liliopsida,1229,47,total
3.80782388814517,PRESERVED_SPECIMEN,United States,Actinopterygii,6723,256,total
3.79589296826385,PRESERVED_SPECIMEN,South Africa,Lecanoromycetes,1607,61,total
3.78847671665351,PRESERVED_SPECIMEN,Australia,Reptilia,1267,48,open commercial
3.78548895899054,HUMAN_OBSERVATION,Egypt,Actinopterygii,1268,48,total
3.78548895899054,HUMAN_OBSERVATION,Egypt,Actinopterygii,1268,48,non-commercial
3.78378378378378,PRESERVED_SPECIMEN,India,Reptilia,740,28,non-commercial
3.78289473684211,PRESERVED_SPECIMEN,Antarctica,Polychaeta,608,23,total
3.77992440151197,HUMAN_OBSERVATION,United States,Liliopsida,9524,360,open commercial
3.76623376623377,HUMAN_OBSERVATION,India,Mammalia,770,29,total
3.76282782212087,PRESERVED_SPECIMEN,Mexico,Florideophyceae,877,33,total
3.75838926174497,PRESERVED_SPECIMEN,Sudan,Insecta,745,28,non-commercial
3.74133949191686,PRESERVED_SPECIMEN,Yemen,Magnoliopsida,2165,81,total
3.74133949191686,PRESERVED_SPECIMEN,Yemen,Magnoliopsida,2165,81,non-commercial
3.73208930356548,HUMAN_OBSERVATION,South Korea,Insecta,6002,224,total
3.72670807453416,HUMAN_OBSERVATION,Zambia,Aves,805,30,total
3.72608257804632,PRESERVED_SPECIMEN,Cameroon,Actinopterygii,993,37,total
3.72531418312388,HUMAN_OBSERVATION,United States,Malacostraca,6684,249,total
3.72340425531915,PRESERVED_SPECIMEN,Moldova,Magnoliopsida,940,35,non-commercial
3.72340425531915,PRESERVED_SPECIMEN,Moldova,Magnoliopsida,940,35,total
3.7164487267722,PRESERVED_SPECIMEN,Malaysia,Liliopsida,4359,162,open commercial
3.71542819060313,HUMAN_OBSERVATION,South Korea,Insecta,6002,223,non-commercial
3.68876080691643,PRESERVED_SPECIMEN,Italy,Liliopsida,1735,64,open commercial
3.67401469605878,PRESERVED_SPECIMEN,Venezuela,Liliopsida,4491,165,total
3.6697247706422,PRESERVED_SPECIMEN,Italy,Magnoliopsida,7303,268,total
3.66876310272537,PRESERVED_SPECIMEN,Trinidad & Tobago,Liliopsida,954,35,total
3.65255107864399,PRESERVED_SPECIMEN,Tanzania,Magnoliopsida,8761,320,total
3.64238410596026,PRESERVED_SPECIMEN,Mexico,Jungermanniopsida,604,22,total
3.64238410596026,PRESERVED_SPECIMEN,Mexico,Jungermanniopsida,604,22,non-commercial
3.64238410596026,PRESERVED_SPECIMEN,Mexico,Jungermanniopsida,604,22,open commercial
3.63636363636364,HUMAN_OBSERVATION,India,Mammalia,770,28,non-commercial
3.62204724409449,PRESERVED_SPECIMEN,Belize,Insecta,1270,46,non-commercial
3.61867932266948,PRESERVED_SPECIMEN,United States,Insecta,85335,3088,non-commercial
3.61702127659574,PRESERVED_SPECIMEN,Moldova,Magnoliopsida,940,34,open commercial
3.59426300328322,PRESERVED_SPECIMEN,Greece,Magnoliopsida,5787,208,total
3.58406574591942,PRESERVED_SPECIMEN,Tanzania,Magnoliopsida,8761,314,non-commercial
3.57379219060225,HUMAN_OBSERVATION,Portugal,Magnoliopsida,4533,162,non-commercial
3.56652949245542,HUMAN_OBSERVATION,Burkina Faso,Liliopsida,729,26,total
3.56083086053412,PRESERVED_SPECIMEN,Austria,Liliopsida,1348,48,total
3.55932203389831,HUMAN_OBSERVATION,Mexico,Sordariomycetes,590,21,non-commercial
3.55932203389831,HUMAN_OBSERVATION,Mexico,Sordariomycetes,590,21,total
3.55912743972445,PRESERVED_SPECIMEN,South Africa,Actinopterygii,2613,93,total
3.55912743972445,PRESERVED_SPECIMEN,South Africa,Actinopterygii,2613,93,non-commercial
3.55610055180871,PRESERVED_SPECIMEN,Singapore,Insecta,1631,58,non-commercial
3.54540244002293,PRESERVED_SPECIMEN,Indonesia,Insecta,12213,433,total
3.54311086946672,PRESERVED_SPECIMEN,Australia,Magnoliopsida,22071,782,open commercial
3.53600689952566,HUMAN_OBSERVATION,New Zealand,Agaricomycetes,2319,82,open commercial
3.53356890459364,PRESERVED_SPECIMEN,Egypt,Insecta,1415,50,total
3.53221957040573,PRESERVED_SPECIMEN,Burkina Faso,Magnoliopsida,2095,74,total
3.53155742234995,HUMAN_OBSERVATION,United States,Gastropoda,18094,639,total
3.52051835853132,PRESERVED_SPECIMEN,United States,Dothideomycetes,4630,163,total
3.51787773933103,PRESERVED_SPECIMEN,Germany,Bacillariophyceae,1734,61,non-commercial
3.51787773933103,PRESERVED_SPECIMEN,Germany,Bacillariophyceae,1734,61,total
3.51617440225035,PRESERVED_SPECIMEN,Armenia,Liliopsida,711,25,total
3.51327926700922,PRESERVED_SPECIMEN,Australia,Insecta,32306,1135,total
3.51033103754721,PRESERVED_SPECIMEN,Germany,Agaricomycetes,4501,158,non-commercial
3.51033103754721,PRESERVED_SPECIMEN,Germany,Agaricomycetes,4501,158,total
3.50076103500761,HUMAN_OBSERVATION,Spain,Mammalia,657,23,non-commercial
3.50058343057176,HUMAN_OBSERVATION,Israel,Insecta,1714,60,total
3.48751835535977,PRESERVED_SPECIMEN,Panama,Insecta,8172,285,total
3.48739495798319,HUMAN_OBSERVATION,Indonesia,Aves,2380,83,total
3.47721822541966,PRESERVED_SPECIMEN,Martinique,Magnoliopsida,1668,58,open commercial
3.47721822541966,PRESERVED_SPECIMEN,Martinique,Magnoliopsida,1668,58,non-commercial
3.47321246689754,PRESERVED_SPECIMEN,India,Insecta,9818,341,total
3.45911949685535,HUMAN_OBSERVATION,Denmark,Aves,636,22,open commercial
3.45622119815668,PRESERVED_SPECIMEN,Brazil,Mammalia,868,30,total
3.45330739299611,PRESERVED_SPECIMEN,Saudi Arabia,Magnoliopsida,2056,71,non-commercial
3.45330739299611,PRESERVED_SPECIMEN,Saudi Arabia,Magnoliopsida,2056,71,total
3.45167652859961,PRESERVED_SPECIMEN,Argentina,Insecta,8112,280,total
3.44224037339557,HUMAN_OBSERVATION,Israel,Insecta,1714,59,non-commercial
3.4330985915493,HUMAN_OBSERVATION,Mexico,Reptilia,1136,39,open commercial
3.42935528120713,PRESERVED_SPECIMEN,Burkina Faso,Liliopsida,729,25,open commercial
3.42935528120713,PRESERVED_SPECIMEN,Burkina Faso,Liliopsida,729,25,non-commercial
3.42130987292278,PRESERVED_SPECIMEN,Brazil,Reptilia,1023,35,total
3.41113105924596,HUMAN_OBSERVATION,United States,Malacostraca,6684,228,non-commercial
3.40143819198722,PRESERVED_SPECIMEN,Tanzania,Magnoliopsida,8761,298,open commercial
3.39127956682816,PRESERVED_SPECIMEN,Congo - Kinshasa,Insecta,3509,119,total
3.39052287581699,HUMAN_OBSERVATION,Germany,Liliopsida,2448,83,total
3.37946788497716,PRESERVED_SPECIMEN,India,Magnoliopsida,14884,503,non-commercial
3.37552742616034,PRESERVED_SPECIMEN,Armenia,Liliopsida,711,24,non-commercial
3.37552742616034,HUMAN_OBSERVATION,Thailand,Aves,1185,40,total
3.36962156557802,PRESERVED_SPECIMEN,Greece,Magnoliopsida,5787,195,non-commercial
3.3695652173913,PRESERVED_SPECIMEN,Costa Rica,Bryopsida,920,31,non-commercial
3.3695652173913,PRESERVED_SPECIMEN,Costa Rica,Bryopsida,920,31,total
3.3695652173913,PRESERVED_SPECIMEN,Costa Rica,Bryopsida,920,31,open commercial
